ID,HoKhauID,QuanHe,HoTen,NgaySinh,GioiTinh,NoiSinh,NguyenQuan,DanToc,TonGiao,NgheNghiep,CMND
473,124,Mẹ,Nicole Lane,1977-02-04,1,Cyprus,South Carlosberg,Kinh,0,Làm ruộng,123460490
474,305,Chồng,Wendy White,2011-11-07,1,Gambia,North Kimberlyside,Kinh,0,Làm ruộng,123460163
475,275,Con trai,Timothy Hogan,2008-10-21,0,Mauritania,Port Thomas,Kinh,0,Làm ruộng,123460222
476,386,Vợ,Joseph Adams,1999-03-26,0,Syrian Arab Republic,Larryland,Kinh,0,Làm ruộng,123461197
477,83,Bố,Robert Johnston,2004-08-26,1,Uruguay,Lake Dennisville,Kinh,0,Làm ruộng,123463195
478,79,Chồng,Kevin Moore,1986-11-10,1,Argentina,Port Jennifer,Kinh,0,Làm ruộng,123461264
479,8,Bố,Sonya Hughes,2003-12-21,1,Marshall Islands,Liuland,Kinh,0,Làm ruộng,123460324
480,361,Mẹ,Angela Bruce,2015-03-09,0,Guatemala,New Dianeville,Kinh,0,Bác sĩ,123461436
481,185,Chồng,Manuel Adams,1997-08-23,0,Panama,Walkertown,Kinh,0,Bác sĩ,123462603
482,154,Vợ,Shannon Fowler,1982-09-24,0,Burundi,East Raymondmouth,Kinh,0,Làm ruộng,123460862
483,228,Chồng,Whitney Davis,2005-09-19,1,Armenia,Johnsonberg,Kinh,1,Làm ruộng,123461745
484,289,Con gái,Joshua Poole,1994-04-28,0,Bosnia and Herzegovina,Jenniferland,Kinh,0,Làm ruộng,123461865
485,112,Vợ,Shannon Benitez,1987-07-07,1,Nigeria,North Alexa,Kinh,0,Giáo viên,123458543
486,2,Bố,Sharon Fuentes,1997-07-19,0,Hong Kong,South Paulshire,Kinh,0,Làm ruộng,123461855
487,227,Con trai,Steven Chapman,2010-05-30,1,Falkland Islands (Malvinas),Rebeccachester,Kinh,0,Làm ruộng,123458964
488,239,Bố,Michael Mcdowell,1986-11-04,1,Bolivia,West Robert,Kinh,0,Giáo viên,123458319
489,166,Chồng,Jennifer Stewart,1988-11-01,1,Paraguay,Wilsonmouth,Kinh,0,Nhân viên kinh doanh,123458223
490,62,Con trai,Linda Pope,1984-03-13,1,Egypt,North Heather,Kinh,0,Làm ruộng,123458125
491,323,Vợ,Rebekah Norton,1985-06-06,1,San Marino,West Elizabethview,Kinh,0,Giáo viên,123458791
492,87,Con gái,Melissa Mccullough,1986-10-20,0,Haiti,West Kimberlyland,Kinh,0,Làm ruộng,123459891
493,70,Bố,Katrina Monroe,2009-07-06,0,Zambia,Robinborough,Kinh,0,Làm ruộng,123460072
494,284,Con gái,Steven Smith,1991-03-01,1,Taiwan,Chloeborough,Kinh,1,Kỹ sư,123458508
495,210,Con trai,Kenneth Martinez,2002-04-12,0,Anguilla,Port Steventown,Kinh,0,Làm ruộng,123458947
496,106,Bố,Kevin Garcia,1975-11-10,0,Somalia,Bennettburgh,Kinh,0,Giáo viên,123458519
497,168,Chồng,Thomas Mclean,1994-01-03,0,Australia,Fieldsfurt,Kinh,0,Làm ruộng,123459444
498,144,Vợ,Whitney Frey,1981-12-18,0,Vietnam,Stephanieburgh,Kinh,0,Làm ruộng,123462386
499,9,Bố,Alison Harvey,2011-03-25,1,Timor-Leste,Farmertown,Kinh,0,Làm ruộng,123458825
500,66,Vợ,John Garrett,1988-09-03,0,Korea,Joycehaven,Ê-đê,0,Làm ruộng,123461599
501,72,Chồng,Cory Hampton,1989-07-11,1,Poland,Hansenburgh,Kinh,0,Làm ruộng,123460906
502,115,Mẹ,Sarah Bond,2005-06-11,1,Korea,New Christina,Kinh,0,Làm ruộng,123461641
503,128,Vợ,Priscilla Fitzgerald,1990-06-16,0,Holy See (Vatican City State),Charleshaven,Kinh,0,Làm ruộng,123459069
504,350,Vợ,Andrea Kramer,2004-06-21,1,Russian Federation,Reynoldston,Kinh,0,Làm ruộng,123459223
505,24,Mẹ,Adrienne Wood,2000-04-18,1,Niger,Brianamouth,Kinh,0,Giáo viên,123462358
506,22,Con trai,Timothy Harris,1998-12-06,0,Svalbard & Jan Mayen Islands,North Andrewhaven,Kinh,1,Làm ruộng,123460323
507,169,Con trai,Bruce Morgan,2015-05-25,1,Iceland,Mosleymouth,Kinh,0,Làm ruộng,123458827
508,231,Chồng,Julia Cannon,1990-04-08,0,Andorra,Blackburgh,Kinh,0,Kỹ sư,123461587
509,71,Mẹ,Robert Lee,2012-10-07,0,Portugal,Ericfurt,Kinh,0,Làm ruộng,123462675
510,84,Con trai,Jessica Vaughn,1993-03-28,1,Guernsey,Shahshire,Kinh,0,Giáo viên,123460387
511,379,Con gái,Brian Soto,2002-01-19,1,Finland,North Kevin,Kinh,0,Làm ruộng,123462536
512,278,Vợ,Joseph Lam,1975-04-11,1,Lao People's Democratic Republic,Penningtonville,Kinh,0,Làm ruộng,123461658
513,36,Chồng,Steven Mack,2015-01-31,0,Jamaica,West Melanie,Kinh,0,Làm ruộng,123459457
514,58,Con gái,Ethan Wallace,1997-09-04,0,Jersey,Sweeneyborough,Kinh,0,Làm ruộng,123458234
515,364,Chồng,Justin Harris,2000-03-15,0,Iran,East Debra,Kinh,0,Làm ruộng,123458489
516,42,Con trai,Lisa Sharp,2001-06-18,1,Jordan,Whitneyville,Kinh,0,Giáo viên,123461455
517,114,Con trai,Christopher Graham,2012-03-26,1,Saint Vincent and the Grenadines,Margaretport,Kinh,0,Làm ruộng,123460291
518,207,Chồng,Wendy Walters,1998-12-07,1,Lebanon,Lisaborough,Kinh,0,Kỹ sư,123461843
519,382,Con gái,Timothy Conway,2013-12-29,1,Kyrgyz Republic,Mallorystad,Kinh,0,Làm ruộng,123463055
520,51,Chồng,Brad Rice,2011-02-09,0,Norway,Davischester,Kinh,0,Bác sĩ,123459469
521,376,Con trai,John Nelson,1988-12-30,0,Vietnam,Leroyfort,Kinh,0,Làm ruộng,123461769
522,28,Chồng,Tonya Howard,1989-05-07,1,Guernsey,West Jasonberg,Kinh,0,Làm ruộng,123461723
523,103,Con gái,Kellie Taylor,2002-09-10,0,Pitcairn Islands,Andrewberg,Kinh,0,Kỹ sư,123459714
524,265,Mẹ,Clifford Greer,1997-10-01,1,Mexico,South Nathan,Kinh,0,Làm ruộng,123458306
525,368,Vợ,William Mccormick,1988-08-09,0,Estonia,North Stephanie,Kinh,0,Làm ruộng,123460029
526,202,Chồng,Denise Gomez,2015-08-12,1,Guinea-Bissau,Rhodestown,Kinh,0,Làm ruộng,123460495
527,177,Chồng,Michelle Watkins,2001-07-18,0,Guernsey,Burtonmouth,Ê-đê,0,Làm ruộng,123461583
528,243,Bố,Jeffrey Reid,1991-08-03,0,Pitcairn Islands,Fullerstad,Kinh,0,Làm ruộng,123461728
529,148,Vợ,James Wagner,1996-02-15,1,Bahrain,Michaelton,Kinh,0,Làm ruộng,123462537
530,264,Con trai,Jeffery Lee,1999-09-17,1,Guernsey,Caitlynberg,Kinh,0,Làm ruộng,123461804
531,213,Mẹ,Rebecca Nichols,1992-06-30,0,Iran,Adrianfurt,Tày,0,Làm ruộng,123460686
532,341,Con gái,Christopher Espinoza,1990-07-26,0,Greece,Tammyberg,Kinh,0,Làm ruộng,123462230
533,266,Vợ,Tanya Proctor,1983-08-23,0,Greece,South Scottland,Kinh,0,Làm ruộng,123458714
534,345,Vợ,Susan Morris,1988-11-05,0,Tonga,Reyesmouth,Kinh,0,Làm ruộng,123461297
535,90,Chồng,Walter Macias,1988-12-05,0,Taiwan,Johnhaven,Kinh,0,Làm ruộng,123460623
536,137,Chồng,Krystal Long,1993-04-20,0,Cambodia,West Jenniferbury,Kinh,0,Giáo viên,123458420
537,197,Con gái,Sherry Wallace,2005-07-20,0,Ireland,New Deniseside,Kinh,0,Giáo viên,123460903
538,187,Mẹ,Lance Ramirez,1987-07-22,1,Saint Martin,Zhangland,Kinh,0,Làm ruộng,123462443
539,255,Mẹ,Robert Garrison,1984-11-28,1,Croatia,East Nicholasland,Kinh,0,Làm ruộng,123461905
540,393,Con trai,Richard Mcdowell,1978-05-06,0,Saint Lucia,Montgomeryview,Kinh,0,Giáo viên,123462866
541,256,Con trai,Alan Flores,2015-07-07,0,Dominican Republic,Port Jessicashire,Kinh,0,Làm ruộng,123459639
542,221,Con gái,Shane Molina,2010-05-29,1,Estonia,North Jeffrey,Kinh,0,Làm ruộng,123462485
543,106,Vợ,Bonnie Sanders,1978-02-19,1,Svalbard & Jan Mayen Islands,Scottland,Kinh,0,Nhân viên kinh doanh,123461694
544,311,Chồng,Eric Jackson,1975-10-19,0,Niger,Wayneville,Kinh,0,Làm ruộng,123459967
545,15,Con gái,Thomas Parker,2007-10-15,1,Sri Lanka,East Donnahaven,Kinh,0,Làm ruộng,123460927
546,23,Bố,Tracy Clements,1983-06-10,0,Serbia,Tracyshire,Kinh,0,Làm ruộng,123460405
547,210,Chồng,Lisa Graham,2010-05-13,0,Belarus,South Jason,Kinh,0,Bác sĩ,123462194
548,114,Vợ,Vincent Everett,2000-09-05,1,Kuwait,Janetchester,Kinh,0,Làm ruộng,123458384
549,78,Chồng,James Tapia,2006-01-07,0,Saint Kitts and Nevis,Port Johnview,Kinh,0,Giáo viên,123461972
550,280,Con trai,Christine Hansen,1989-05-12,0,Maldives,Lewisbury,Thái,0,Làm ruộng,123459648
551,43,Mẹ,Gregory Estes,1992-04-14,1,Montserrat,Susanton,Kinh,0,Làm ruộng,123460946
552,92,Con trai,Natasha Orr,1999-03-08,1,Bosnia and Herzegovina,North Christine,Kinh,0,Làm ruộng,123460878
553,191,Chồng,Robin Bell,2001-03-21,1,Mauritania,Alexanderhaven,Kinh,0,Làm ruộng,123459127
554,207,Chồng,James Patterson,2007-09-30,0,Egypt,East Devonmouth,Kinh,0,Làm ruộng,123459015
555,377,Bố,Mary Graham,2013-10-15,0,Italy,Gordonfurt,Thái,0,Giáo viên,123459806
556,300,Con gái,Kimberly Grant,1982-01-15,0,Philippines,Port Jose,Kinh,0,Làm ruộng,123459492
557,80,Chồng,Katie Smith,2001-10-04,0,Grenada,Lake Tiffany,Kinh,0,Làm ruộng,123458476
558,178,Con trai,Traci Brady,1995-04-18,1,Canada,Alvarezville,Kinh,0,Làm ruộng,123462296
559,14,Vợ,Benjamin Kennedy,2000-12-02,1,Estonia,Jonesfurt,Thái,0,Làm ruộng,123462349
560,224,Bố,Luis Waller,2002-02-03,0,Liberia,Lake Patrick,Kinh,0,Làm ruộng,123461055
561,140,Mẹ,Ann Clark,2005-02-07,1,Armenia,Lake Jessicaborough,Kinh,0,Làm ruộng,123458159
562,95,Con gái,Holly King,1975-01-18,0,Malta,Maryborough,Kinh,1,Giáo viên,123460369
563,341,Con gái,John Harrington,1978-01-04,1,Uganda,Lake Mark,Kinh,0,Làm ruộng,123461578
564,39,Bố,Kenneth Schmidt,2012-06-24,0,Sri Lanka,North Rebeccaville,Kinh,1,Giáo viên,123461951
565,268,Con trai,Judy Garcia,2015-09-01,0,Czech Republic,Lake Margaret,Kinh,0,Kỹ sư,123459452
566,53,Chồng,Johnny Jackson,2001-08-25,0,Saint Vincent and the Grenadines,North Charleshaven,Kinh,0,Giáo viên,123462984
567,149,Bố,Krista Johnson,1987-05-13,0,Eritrea,Lake Stephenfort,Kinh,0,Làm ruộng,123462123
568,78,Mẹ,Jennifer Hayes,2006-08-29,1,Cook Islands,South Jacobland,Kinh,0,Làm ruộng,123460507
569,78,Vợ,Justin Woods,2013-11-25,0,Albania,Sanderston,Kinh,1,Nhân viên kinh doanh,123461685
570,260,Vợ,Mark Carr,2001-02-09,1,Sao Tome and Principe,Amyland,Kinh,0,Làm ruộng,123458851
571,290,Vợ,Jonathan Odonnell,2008-03-05,0,Christmas Island,Jacksonhaven,Kinh,0,Làm ruộng,123459436
572,145,Vợ,Kevin Hernandez,1993-06-25,0,Gambia,Westbury,Kinh,0,Làm ruộng,123462496
573,148,Mẹ,Michael Peterson,2003-08-10,1,Brazil,New Todd,Kinh,0,Làm ruộng,123459219
574,297,Con gái,Susan Davila,1983-08-08,0,Russian Federation,Lorimouth,Kinh,0,Làm ruộng,123459212
575,90,Con gái,Richard Valencia,2004-05-31,1,Libyan Arab Jamahiriya,Lloydborough,Kinh,0,Làm ruộng,123459691
576,283,Bố,Heather Myers,2010-01-02,0,Jordan,Cookview,Kinh,0,Làm ruộng,123462037
577,279,Con gái,Sarah Mcdonald,1981-05-12,0,Guinea-Bissau,East Jenniferview,Kinh,0,Làm ruộng,123461922
578,348,Bố,Angela Rodriguez,1987-08-30,0,Bangladesh,Marthamouth,Kinh,1,Làm ruộng,123460283
579,370,Mẹ,Erica Brown,2002-06-09,0,Faroe Islands,Port Pamela,Kinh,0,Làm ruộng,123461349
580,191,Vợ,Brittany Mcdonald,1995-06-02,0,Jamaica,Cainfurt,Kinh,0,Làm ruộng,123461109
581,289,Bố,Anita Davis,1980-05-09,1,Lesotho,South Benjamintown,Kinh,0,Làm ruộng,123462857
582,203,Vợ,Carol Christian,1992-09-06,1,El Salvador,East Kelsey,Kinh,0,Làm ruộng,123463132
583,30,Vợ,Isaac White,2013-02-18,0,Algeria,Riosland,Kinh,0,Làm ruộng,123462109
584,319,Bố,Ashley Collins,2012-03-10,1,Slovenia,West Antonio,Kinh,0,Nhân viên kinh doanh,123461864
585,58,Chồng,Richard Hayes,2002-01-15,0,Norfolk Island,Johntown,Kinh,1,Làm ruộng,123459592
586,229,Con trai,Matthew Harris,2010-07-13,1,Martinique,Port Renee,Kinh,0,Giáo viên,123461902
587,74,Chồng,Kyle Castro,2010-02-24,0,Heard Island and McDonald Islands,Lake Brittneyborough,Kinh,0,Làm ruộng,123462236
588,172,Bố,Ashley Ford,1998-03-25,1,Reunion,North Claudiachester,Kinh,0,Làm ruộng,123458436
589,180,Vợ,Scott Jones,2014-09-18,0,Turks and Caicos Islands,South Sally,Kinh,0,Làm ruộng,123458633
590,111,Con gái,Yolanda Obrien,2005-07-13,1,United States Minor Outlying Islands,Jacksonville,Kinh,0,Làm ruộng,123458285
591,326,Con trai,Emily Smith,1980-06-09,1,Hungary,North Nicole,Kinh,0,Giáo viên,123462315
592,353,Con gái,Danielle Ellis,2007-12-10,1,Puerto Rico,Juareztown,Kinh,0,Làm ruộng,123462098
593,143,Chồng,April Fleming,1978-02-18,0,Taiwan,East Peggy,Kinh,0,Làm ruộng,123459510
594,261,Bố,Daniel Simpson,1981-02-27,1,Dominica,Lake Michaelfort,Kinh,0,Làm ruộng,123458181
595,317,Vợ,Daniel Alvarado,1982-06-14,1,French Polynesia,West Jerry,Thái,0,Làm ruộng,123459069
596,119,Chồng,Donna Smith,1985-08-21,1,Suriname,Kaitlynland,Ê-đê,0,Làm ruộng,123460792
597,304,Con gái,Brittany Hamilton,1997-06-05,0,Tunisia,South Bridget,Kinh,0,Làm ruộng,123460799
598,199,Con trai,Janice Gutierrez,1988-04-21,1,Azerbaijan,South Ashleyburgh,Kinh,0,Làm ruộng,123459255
599,116,Chồng,Julie Morgan,1999-02-23,0,France,East Whitney,Kinh,0,Làm ruộng,123461935
600,275,Mẹ,Theodore Wilcox,1990-06-27,1,Bermuda,Lake Candice,Kinh,0,Làm ruộng,123463134
601,99,Mẹ,Ian Ramirez,1992-02-23,1,Norway,Deniseburgh,Kinh,0,Làm ruộng,123458801
602,156,Con trai,Dana Sawyer,1976-04-20,0,Kenya,Luceroburgh,Kinh,0,Làm ruộng,123459979
603,389,Mẹ,Kevin Guerrero,1977-10-21,0,Comoros,West Garyberg,Kinh,0,Làm ruộng,123463217
604,128,Bố,Amber Mitchell,1976-05-11,1,Hong Kong,Johnberg,Kinh,0,Làm ruộng,123458870
605,172,Con gái,Daryl Johnson,1981-06-19,1,Montserrat,Port Karenfurt,Kinh,0,Làm ruộng,123459256
606,146,Vợ,Leah Joseph,1975-02-10,0,Bangladesh,New Jennifer,Kinh,0,Giáo viên,123463153
607,151,Vợ,Sarah Grant,2014-11-11,0,Wallis and Futuna,Port Jordan,Thái,1,Làm ruộng,123458991
608,94,Bố,Michael Zimmerman,2008-10-27,1,Trinidad and Tobago,East Kyleberg,Kinh,0,Làm ruộng,123458765
609,133,Mẹ,Jeffrey Stephens,1991-12-27,0,Dominican Republic,Bonnieville,Kinh,0,Làm ruộng,123461819
610,325,Mẹ,Cindy Stone,1992-07-20,1,Belize,South Christopher,Tày,0,Làm ruộng,123462543
611,377,Bố,Veronica Lopez,2012-07-16,1,Puerto Rico,Maryhaven,Kinh,0,Làm ruộng,123459336
612,20,Bố,Nicolas Bruce,2013-02-18,1,Malawi,Lake Gina,Ê-đê,0,Bác sĩ,123462549
613,256,Mẹ,Matthew Silva,1997-09-05,0,Belarus,Port Robinshire,Kinh,0,Giáo viên,123460691
614,213,Vợ,Christopher Nguyen,2009-04-15,1,Solomon Islands,South Pam,Kinh,0,Làm ruộng,123462117
615,121,Chồng,Lisa Porter,1997-11-30,0,Qatar,South Daisy,Kinh,0,Làm ruộng,123459803
616,265,Mẹ,Samantha Whitehead,2000-12-19,1,Myanmar,Gibsonstad,Kinh,0,Làm ruộng,123460681
617,102,Con trai,Tara Smith,1990-05-06,0,Vietnam,Port Danielle,Kinh,0,Giáo viên,123460760
618,156,Vợ,Ryan Roberson,2015-12-23,0,Ecuador,Webermouth,Kinh,0,Làm ruộng,123458848
619,77,Chồng,Emily Nelson,1989-08-13,0,Ethiopia,Tylerborough,Kinh,0,Làm ruộng,123461542
620,176,Bố,Debra Freeman,2010-05-31,0,Malta,Harmonmouth,Kinh,1,Làm ruộng,123462820
621,34,Chồng,Michael Wilson,1999-05-12,1,Mayotte,Ericfurt,Kinh,0,Nhân viên kinh doanh,123459100
622,271,Con gái,Mark Huang,1987-05-26,1,Botswana,New Edwardbury,Kinh,0,Làm ruộng,123459753
623,261,Chồng,Lisa Snyder,1976-08-06,0,French Southern Territories,Timothymouth,Kinh,0,Làm ruộng,123462181
624,165,Vợ,Sandy Wolf,1995-07-22,0,Peru,North Kiara,Kinh,0,Làm ruộng,123459780
625,106,Chồng,Linda Brown,2013-05-23,1,Sudan,West Christine,Tày,1,Làm ruộng,123459463
626,298,Bố,Caitlin Crawford,1981-01-16,1,Belarus,Ayalamouth,Kinh,0,Làm ruộng,123461625
627,23,Con gái,Jenna West,2008-01-17,0,Greece,Nathanstad,Kinh,0,Làm ruộng,123460925
628,60,Con trai,Heather Turner,2007-01-04,0,Togo,Carrollfurt,Kinh,0,Bác sĩ,123462644
629,58,Chồng,Natasha Barker,1980-03-22,0,Bhutan,Lake Brenda,Kinh,0,Làm ruộng,123462188
630,202,Bố,Jay Turner,2004-08-14,0,United States Minor Outlying Islands,Lake Steven,Thái,0,Làm ruộng,123461334
631,392,Con gái,Thomas Moss,2007-09-28,0,Greenland,South Williammouth,Kinh,1,Giáo viên,123459883
632,382,Vợ,Alicia Martin,2000-04-13,1,Eritrea,South Linda,Kinh,0,Bác sĩ,123460715
633,134,Vợ,Cheyenne Acosta,2005-03-16,1,Colombia,Lake Anthonybury,Kinh,0,Làm ruộng,123458941
634,327,Chồng,Denise Rich,2004-01-05,0,Nicaragua,East Donaldton,Kinh,0,Làm ruộng,123458697
635,240,Con trai,Paul Miller,1995-09-07,0,Portugal,Port Melvinstad,Kinh,0,Làm ruộng,123462693
636,215,Vợ,Austin Clay,2007-03-11,1,French Polynesia,West Williamside,Kinh,0,Làm ruộng,123462846
637,126,Vợ,Karen Moore,1976-03-29,1,Indonesia,Lake Rebecca,Kinh,0,Làm ruộng,123459862
638,199,Chồng,Nicole Lynch,2004-02-09,0,Yemen,Russellburgh,Kinh,0,Làm ruộng,123462831
639,259,Bố,Caleb Zavala,2014-06-07,1,Cameroon,East Kennethbury,Ê-đê,0,Làm ruộng,123458322
640,148,Mẹ,Sarah Wallace,2009-04-03,0,Macao,Sharonmouth,Kinh,0,Giáo viên,123461645
641,339,Vợ,Heather Holland,2003-02-11,0,Mozambique,Alexastad,Kinh,0,Bác sĩ,123459171
642,246,Mẹ,Jeremy Garcia,1982-09-10,1,Australia,Rebeccaborough,Kinh,0,Làm ruộng,123461564
643,75,Bố,Brittany Roberts,2001-07-07,0,United States of America,Bairdhaven,Kinh,0,Làm ruộng,123462545
644,362,Chồng,Victor Fletcher,1988-07-27,0,Sao Tome and Principe,New Holly,Kinh,1,Làm ruộng,123461082
645,114,Bố,Michael Bryant,2002-06-14,1,Mauritius,North Sara,Kinh,0,Làm ruộng,123460390
646,71,Bố,Nicole Robbins,1994-12-10,1,Palau,Davidmouth,Ê-đê,0,Làm ruộng,123460044
647,335,Vợ,Eric Baker,1981-09-06,1,Nauru,Munozville,Kinh,0,Làm ruộng,123462925
648,314,Con trai,Michael Martin,1983-07-18,0,Guatemala,Tinastad,Kinh,0,Làm ruộng,123460754
649,196,Mẹ,Jose Bennett,1976-05-25,0,Myanmar,Lake Roger,Kinh,0,Làm ruộng,123462436
650,375,Bố,Jill Holmes,1976-05-03,0,Nicaragua,Harristown,Thái,0,Làm ruộng,123461043
651,386,Mẹ,Richard Bell,2010-09-03,0,Saint Helena,Ericport,Thái,0,Làm ruộng,123458479
652,258,Mẹ,Phillip Bailey,2002-08-04,0,Bermuda,Rowefurt,Kinh,1,Giáo viên,123463216
653,83,Chồng,Javier Johnson,2014-08-14,1,Mongolia,Guzmanfort,Kinh,0,Nhân viên kinh doanh,123461764
654,34,Con gái,Robert Shelton,1996-12-13,0,Lesotho,East Amy,Kinh,0,Làm ruộng,123460127
655,237,Chồng,Barbara Preston,2009-07-21,0,United Kingdom,Burnsside,Kinh,0,Làm ruộng,123458306
656,181,Bố,Bruce Williams,1988-04-10,0,Egypt,Port James,Kinh,0,Làm ruộng,123463158
657,206,Con trai,Isaiah Burgess,2002-07-19,0,Venezuela,Mirandaton,Kinh,0,Giáo viên,123458069
658,246,Con trai,Michael Stephens,1994-03-15,0,Haiti,New Shirleychester,Kinh,0,Làm ruộng,123460210
659,105,Vợ,Nicholas Wang,2006-03-21,1,Sao Tome and Principe,Jacksonland,Kinh,0,Làm ruộng,123459678
660,239,Mẹ,Heather Kemp,1998-03-31,0,Zimbabwe,East Christian,Kinh,0,Làm ruộng,123461376
661,379,Con trai,Christopher Blake,2013-03-26,0,Guyana,West Elijahstad,Kinh,0,Làm ruộng,123458803
662,174,Chồng,Marcus Choi,2013-03-07,1,Gambia,South Tylertown,Kinh,0,Làm ruộng,123462628
663,3,Mẹ,Krystal Wiggins,1983-03-02,1,French Polynesia,West Mark,Thái,0,Giáo viên,123462074
664,228,Con trai,Steven Rivera,1980-11-29,1,Libyan Arab Jamahiriya,Edwardsview,Kinh,0,Làm ruộng,123460824
665,176,Vợ,Gregory Gibbs,1976-08-15,0,Netherlands,Malonefort,Kinh,0,Làm ruộng,123461731
666,383,Con gái,Janice Singleton,2013-01-14,0,Chad,East Bryanport,Kinh,0,Làm ruộng,123461002
667,33,Vợ,Brittany Roberts,1982-03-22,1,Benin,West Megan,Kinh,0,Làm ruộng,123458453
668,62,Mẹ,Deborah Lowe,2009-07-17,0,Guam,East Pattyburgh,Kinh,0,Làm ruộng,123461459
669,374,Chồng,Michael Smith,1991-10-12,0,Haiti,Lake Debbie,Kinh,0,Làm ruộng,123462266
670,93,Bố,Kenneth Ibarra,1980-09-08,0,Monaco,East Jeffreyland,Kinh,0,Làm ruộng,123461889
671,323,Con trai,Ryan Bennett,2007-02-15,1,Kiribati,Meaganville,Kinh,0,Làm ruộng,123460088
672,309,Mẹ,Alexis Torres,2014-05-29,0,Palestinian Territory,Port Stephanie,Thái,0,Làm ruộng,123458543
673,144,Con gái,Gary Morse,1997-09-19,0,Ireland,Simmonsfurt,Tày,0,Làm ruộng,123462502
674,336,Vợ,Grace Watkins,2006-02-04,0,French Polynesia,Guerrerobury,Kinh,0,Làm ruộng,123461598
675,219,Mẹ,Shannon Mitchell,2013-04-03,0,Montserrat,Colemanshire,Kinh,0,Làm ruộng,123461469
676,148,Bố,Jessica Anderson,2000-04-13,1,British Virgin Islands,North Richard,Tày,0,Bác sĩ,123460627
677,236,Bố,Tamara Castillo,1983-06-21,0,Burkina Faso,Jordanville,Kinh,0,Làm ruộng,123459934
678,377,Con trai,Christopher Molina,2011-03-24,1,Russian Federation,West Melindamouth,Kinh,0,Giáo viên,123459037
679,126,Vợ,Evelyn Ellis,2001-09-12,0,Israel,East Stephenview,Tày,0,Làm ruộng,123461397
680,311,Con gái,Tamara Barton,2015-04-09,1,Myanmar,West Kevinstad,Kinh,0,Làm ruộng,123460388
681,164,Con trai,Margaret Johnson,1975-05-14,1,Congo,South Jose,Kinh,0,Kỹ sư,123458653
682,88,Vợ,Renee Ellis,1991-10-30,1,Western Sahara,Lake Rickeyborough,Kinh,0,Giáo viên,123461682
683,345,Con trai,Adam Henderson,2014-10-11,0,Saint Martin,Richardmouth,Kinh,0,Làm ruộng,123458924
684,35,Mẹ,Mallory Robinson,1978-08-05,0,Ecuador,Lake Donnaborough,Kinh,0,Làm ruộng,123460093
685,205,Con gái,Edward Williams,1982-10-04,1,Northern Mariana Islands,New Eric,Kinh,0,Làm ruộng,123459286
686,89,Con trai,Tiffany Hernandez,1977-01-24,0,Burkina Faso,Danielmouth,Kinh,1,Làm ruộng,123458134
687,3,Con gái,Christopher Moore,1991-08-05,1,Kiribati,Markfort,Kinh,0,Làm ruộng,123462166
688,276,Con gái,Richard Peters,1993-01-23,0,Bulgaria,Port Alfredmouth,Kinh,0,Làm ruộng,123461879
689,39,Con trai,Larry Castillo,1988-03-17,0,Korea,Lake Joseph,Kinh,0,Làm ruộng,123461838
690,112,Mẹ,Nathan Yang,1983-02-15,0,Guinea-Bissau,Dayville,Kinh,0,Làm ruộng,123460468
691,303,Bố,Paul Monroe,1996-07-01,0,Antigua and Barbuda,New Kristy,Kinh,0,Giáo viên,123458185
692,211,Con trai,Pamela Parker,1989-09-02,1,Equatorial Guinea,Yvonneton,Kinh,0,Làm ruộng,123462183
693,88,Chồng,Frederick Woods,2009-04-15,1,Northern Mariana Islands,Jasonton,Kinh,0,Làm ruộng,123463186
694,17,Chồng,Dawn Manning,2013-10-11,1,Croatia,Terrishire,Kinh,0,Làm ruộng,123462253
695,83,Bố,Juan Gonzalez,2009-10-28,1,Liberia,Lake Steven,Kinh,0,Làm ruộng,123458909
696,308,Mẹ,John Martinez,2012-03-05,1,Morocco,Port Edwardstad,Kinh,0,Làm ruộng,123459996
697,177,Vợ,David Lynch,1993-02-09,0,Austria,West Markberg,Kinh,0,Nhân viên kinh doanh,123463162
698,178,Con trai,Dustin Gray,1997-04-25,1,Turkey,North David,Kinh,0,Làm ruộng,123461424
699,395,Chồng,Cheryl Ortega,1986-12-11,1,Palau,Johnchester,Thái,0,Làm ruộng,123458197
700,128,Bố,Vincent Harrison,1985-11-04,0,Jersey,South Justin,Kinh,0,Giáo viên,123461646
701,235,Mẹ,Nicole Preston,1981-01-15,0,Ghana,New Katie,Kinh,0,Làm ruộng,123461982
702,262,Mẹ,Joseph Mills,2003-08-20,0,Hungary,Josephberg,Kinh,0,Làm ruộng,123460470
703,14,Chồng,Stephen Johnson,1999-11-25,1,Puerto Rico,West Danaville,Kinh,0,Làm ruộng,123459896
704,164,Bố,Jasmine Delacruz,2001-02-16,1,Malaysia,Jeffshire,Kinh,0,Giáo viên,123459762
705,16,Chồng,Hannah Higgins,1985-05-20,0,Algeria,Crawfordshire,Kinh,0,Làm ruộng,123458958
706,272,Con trai,Amber Lopez,1998-06-23,0,Micronesia,East Cassandrafort,Kinh,0,Làm ruộng,123462347
707,132,Chồng,Jessica Torres,1983-03-17,0,Isle of Man,Romeroview,Kinh,0,Làm ruộng,123461995
708,346,Chồng,Anthony Larson,1986-12-19,1,Sao Tome and Principe,Vangchester,Kinh,0,Nhân viên kinh doanh,123462050
